,answer,question,label
464,اگر سطح تکالیف به آموزش نزدیک تر شود خیلی بهتر است ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
465,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
466,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
467,تعداد دانشجویان حاضر در کلاس، نزدیک به چهل نفر نفر، به علت ادغام دو رشته عمران و کامپیو بالا بود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
468, با وجود درخواست بارگذاری فایل گریدینگ پالیسی در سایت، این فایل تا هفته های پایانی ترم در اختیار دانشجویان گذاشته نشد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
469, هیچ تکلیف و فعالیت کلاسی در طول ترم وجود نداشت و در عوض بارم های امتحانات بالا بود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
470, شرایط سخت و استرس زا امتحانات که با دوربین و میکروفن باز در زمان بسیار کم برگزار میشد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
471, ,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
472,زمان در نظر گرفته شده برای امتحانات به هیچ وجه با حجم و میزان سختی سوالات متناسب نبود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
473,تیم آموزشی هیچ بازخوردی در مورد پروپوزال های ارائه شده ندادن و تقریبا نیمی از ترم بدون هیچ فعالیت و جلسه آنلاینی گذشت,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
474,,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
475,نظم تیم آموزشی، نظم استاد درس,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
476,فقط به نظرم ارائه استاد درس خیلی قوی نبود,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
477,نکته خاصی به نظرم نمیرسد,چه نقاط ضعف مهم دیگری را در ارائه این درس مشاهده می کنید که جای اصلاح دارد؟,0
478,هیچی,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
479,پرسیدن سوال در حین تدریس,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
480,نمیدانم,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
481,ارائه گیری هر هفته باعث میشه که اشکالات خودمون متوجه بشیم,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
482,نقاط قوت,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
483,,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
484, فیلم های آموزشی هفتگی ,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
485,Good team,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
486,ندارد,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
487,اخلاق خوب استاد محترم ,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
488,داشتن گروه واتس اپ,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
489,میزان توضیحات بسیار عالی بودند استاد همیشه پاسخگو بودند  و اهمیت زیادی برای دانشجو قائل  بودند و در حد توانشان همفکری و کمک میکردند ,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
490,نظم اموزش و به طور کلی روند تدریس ، نوع آموزش عالی بود ، تکالیف بسیار به جا و در راستای درس بودند ، تیم اموزشی همیشه در دسترس بودند و پشتیبانی میکردند ,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
491,تدریس کلاس های آنلاین بسیار در یادگیری دانشجو مفید بوده,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
492,-,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
493,به نظرم تیم منسجم، جوابگو، و خوبی بودند,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
494, سوالات به زودی جواب داده می شدند,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
495,همراهی خوبی از سمت تیم آموزشی وجود داشت,چه نقاط قوت مشخص دیگری در ارائه این درس وجود دارد که خوب است حفظ و تقویت شود؟,0
496,برای این درس کلاس برگزار نمیشد، . منابع آموزشی که شامل تعدادی فایل‌ اکسل برای هر هفته بود در جهت حل تکالیف ما را به چالش میکشید و حل آنها هم اگرچه زمان بر، . مفید بود ,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
497,برای این درس کلاس برگزار نمیشد، . منابع آموزشی که شامل تعدادی فایل‌ اکسل برای هر هفته بود در جهت حل تکالیف ما را به چالش میکشید و حل آنها هم اگرچه زمان بر، . مفید بود ,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
498,برای این درس کلاس برگزار نمیشد، . منابع آموزشی که شامل تعدادی فایل‌ اکسل برای هر هفته بود در جهت حل تکالیف ما را به چالش میکشید و حل آنها هم اگرچه زمان بر، . مفید بود ,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
499,بسیار مناسب و کامل بود,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
500,مطالب موجود در سایت برای یادگیری ا.ه مناسب یود,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
501,مطالب موجود در سایت برای یادگیری ا.ه مناسب یود,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
502,منابع و اطلاعات بسیار کافی و دقیقی برای درس قرار گرفته شده بوذ.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
503,منابع و اطلاعات بسیار کافی و دقیقی برای درس قرار گرفته شده بوذ.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
504,بسیار کمک کردند.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
505,بسیار کمک کردند.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
506,مطالبی که در کلاس تدریس میشد با منابع موجود در سایت بسیار متفاوت بودند و باعث مشکلات زسادی شدند.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
507,مطالبی که در کلاس تدریس میشد با منابع موجود در سایت بسیار متفاوت بودند و باعث مشکلات زسادی شدند.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
508,حقیقتا کلاسی برگزار نشد و یک بار هم که برگزار شد استاد آن قهر کرد,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
509,کلاس ها و منابع پاسخگوی نیاز های آموزشی بودند. . ,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
510,کلاس ها و منابع پاسخگوی نیاز های آموزشی بودند. . ,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
511,کلاس ها و منابع پاسخگوی نیاز های آموزشی بودند. . ,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
512,منابع آمورشی برای رسیدن به اهداف تعیین شده برای درس کافی بودند. ,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
513,منابع آمورشی برای رسیدن به اهداف تعیین شده برای درس کافی بودند. ,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
514,منابع آموزشی و کلاس ها بخش بزرگی از نیاز های آموزشی را پوشش میدادند.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
515,منابع آموزشی و کلاس ها بخش بزرگی از نیاز های آموزشی را پوشش میدادند.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
516,منابع آموزشی به قدری که نیاز زیادی به جستجو در اینترنت نباشد در سایت بود . کلاس های خوبی برگزار نشد,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
517,منابع آموزشی به قدری که نیاز زیادی به جستجو در اینترنت نباشد در سایت بود . کلاس های خوبی برگزار نشد,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
518,منابع قرار گرفته در سایت برای یادگیری بسیار مفید بودند. . زمان کمی از کلاس به مباحث مرتبط به درس اختصاص داده می شد و یادگیری چندانی نداشت.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
519,منابع قرار گرفته در سایت برای یادگیری بسیار مفید بودند. . زمان کمی از کلاس به مباحث مرتبط به درس اختصاص داده می شد و یادگیری چندانی نداشت.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
520,منابع قرار گرفته در سایت برای یادگیری بسیار مفید بودند. . زمان کمی از کلاس به مباحث مرتبط به درس اختصاص داده می شد و یادگیری چندانی نداشت.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
521,منابع قرار گرفته در سایت برای یادگیری بسیار مفید بودند. . زمان کمی از کلاس به مباحث مرتبط به درس اختصاص داده می شد و یادگیری چندانی نداشت.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
522,این درس دو ماژول داشت که ماژول اول بسیار ضعیف ارائه شد و تقریبا هیچ آموزشی صورت نگرفت و تنها تعدادی سرفصل به دانشجو معرفی شد که باید آنها را بررسی می کرد و یاد میگرفت و با توجه به آن یک پروژه را انجام میداد. ماژول دوم بهتر بود و تا حدی آموزش صورت گرفت . کلیت ماژول بسیار ضعیف بود و انگار چیزی برای ارائه وجود نداشت.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
523,این درس دو ماژول داشت که ماژول اول بسیار ضعیف ارائه شد و تقریبا هیچ آموزشی صورت نگرفت و تنها تعدادی سرفصل به دانشجو معرفی شد که باید آنها را بررسی می کرد و یاد میگرفت و با توجه به آن یک پروژه را انجام میداد. ماژول دوم بهتر بود و تا حدی آموزش صورت گرفت . کلیت ماژول بسیار ضعیف بود و انگار چیزی برای ارائه وجود نداشت.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
524,این درس دو ماژول داشت که ماژول اول بسیار ضعیف ارائه شد و تقریبا هیچ آموزشی صورت نگرفت و تنها تعدادی سرفصل به دانشجو معرفی شد که باید آنها را بررسی می کرد و یاد میگرفت و با توجه به آن یک پروژه را انجام میداد. ماژول دوم بهتر بود و تا حدی آموزش صورت گرفت . کلیت ماژول بسیار ضعیف بود و انگار چیزی برای ارائه وجود نداشت.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
525,این درس دو ماژول داشت که ماژول اول بسیار ضعیف ارائه شد و تقریبا هیچ آموزشی صورت نگرفت و تنها تعدادی سرفصل به دانشجو معرفی شد که باید آنها را بررسی می کرد و یاد میگرفت و با توجه به آن یک پروژه را انجام میداد. ماژول دوم بهتر بود و تا حدی آموزش صورت گرفت . کلیت ماژول بسیار ضعیف بود و انگار چیزی برای ارائه وجود نداشت.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
526,منابع آموزشی بسیار مفید بودند . در کلاس ها فقط برخی کلیات مطرح میشد و به صورت جزئی به ارائه درس پرداخته نمی شد.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
527,منابع آموزشی بسیار مفید بودند . در کلاس ها فقط برخی کلیات مطرح میشد و به صورت جزئی به ارائه درس پرداخته نمی شد.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
528,منابع آموزشی بسیار مفید بودند . در کلاس ها فقط برخی کلیات مطرح میشد و به صورت جزئی به ارائه درس پرداخته نمی شد.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
529,کلاس هایی که توسط مهسا ارائه می شد بسیار عالی بودند . کلاس هایی که توسط احسان و فارس تدریس شد بسیار گنگ و نامفهوم بودند.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
530,کلاس هایی که توسط مهسا ارائه می شد بسیار عالی بودند . کلاس هایی که توسط احسان و فارس تدریس شد بسیار گنگ و نامفهوم بودند.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
531,کلاس هایی که توسط مهسا ارائه می شد بسیار عالی بودند . کلاس هایی که توسط احسان و فارس تدریس شد بسیار گنگ و نامفهوم بودند.,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
532,متاسفانه از کلاس ها و منابع آموزشی این درس یادگیری بسیار کمی داشتم و یادگیری کاملا به عهده خودم بود,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
533,حدود 50 درصد,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
534,کلاس ها و منابع آموزشی بسیار مفید و کامل بودند,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
535,خیلی خوب و مفید بود,کلاس ها و منابع آموزشی درس تا چه حد در راستای یادگیری های شما کافی و مفید بوده است؟,0
536,حجم تکالیف بسیار زیاد بود. برای هر هفته تعدادی فایل اکسل وجود داشت که باید آنها را حل میکردیم تا در ادامه بتوانیم فایل های تکالیف را هم حل کنیم. همچنین باید تکالیفمان را هم تصحیح میکردیم. در هفته ‌های حضوری هم پروژه داشتیم و بعد از میانترم هم هر هفته کوئیز داشتیم. . هیچ کدام از این تکالیف نمره‌ای نداشت و عدم ارسال آنها نمره منفی داشت. فایل های حضور در کلاس ۵ نمره کنفی در هر هفته و سایر فایل ها ۱ نمره منفی. فقط پروژه‌ها و کوئیزها نمره داشتند. و ما چند روز در هفته را صرف حل تکالیف مربوط به این درس می‌کردیم.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
537,حجم تکالیف بسیار زیاد بود. برای هر هفته تعدادی فایل اکسل وجود داشت که باید آنها را حل میکردیم تا در ادامه بتوانیم فایل های تکالیف را هم حل کنیم. همچنین باید تکالیفمان را هم تصحیح میکردیم. در هفته ‌های حضوری هم پروژه داشتیم و بعد از میانترم هم هر هفته کوئیز داشتیم. . هیچ کدام از این تکالیف نمره‌ای نداشت و عدم ارسال آنها نمره منفی داشت. فایل های حضور در کلاس ۵ نمره کنفی در هر هفته و سایر فایل ها ۱ نمره منفی. فقط پروژه‌ها و کوئیزها نمره داشتند. و ما چند روز در هفته را صرف حل تکالیف مربوط به این درس می‌کردیم.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
538,حجم تکالیف بسیار زیاد بود. برای هر هفته تعدادی فایل اکسل وجود داشت که باید آنها را حل میکردیم تا در ادامه بتوانیم فایل های تکالیف را هم حل کنیم. همچنین باید تکالیفمان را هم تصحیح میکردیم. در هفته ‌های حضوری هم پروژه داشتیم و بعد از میانترم هم هر هفته کوئیز داشتیم. . هیچ کدام از این تکالیف نمره‌ای نداشت و عدم ارسال آنها نمره منفی داشت. فایل های حضور در کلاس ۵ نمره کنفی در هر هفته و سایر فایل ها ۱ نمره منفی. فقط پروژه‌ها و کوئیزها نمره داشتند. و ما چند روز در هفته را صرف حل تکالیف مربوط به این درس می‌کردیم.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
539,حجم تکالیف بسیار زیاد بود. برای هر هفته تعدادی فایل اکسل وجود داشت که باید آنها را حل میکردیم تا در ادامه بتوانیم فایل های تکالیف را هم حل کنیم. همچنین باید تکالیفمان را هم تصحیح میکردیم. در هفته ‌های حضوری هم پروژه داشتیم و بعد از میانترم هم هر هفته کوئیز داشتیم. . هیچ کدام از این تکالیف نمره‌ای نداشت و عدم ارسال آنها نمره منفی داشت. فایل های حضور در کلاس ۵ نمره کنفی در هر هفته و سایر فایل ها ۱ نمره منفی. فقط پروژه‌ها و کوئیزها نمره داشتند. و ما چند روز در هفته را صرف حل تکالیف مربوط به این درس می‌کردیم.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
540,حجم تکالیف بسیار زیاد بود. برای هر هفته تعدادی فایل اکسل وجود داشت که باید آنها را حل میکردیم تا در ادامه بتوانیم فایل های تکالیف را هم حل کنیم. همچنین باید تکالیفمان را هم تصحیح میکردیم. در هفته ‌های حضوری هم پروژه داشتیم و بعد از میانترم هم هر هفته کوئیز داشتیم. . هیچ کدام از این تکالیف نمره‌ای نداشت و عدم ارسال آنها نمره منفی داشت. فایل های حضور در کلاس ۵ نمره کنفی در هر هفته و سایر فایل ها ۱ نمره منفی. فقط پروژه‌ها و کوئیزها نمره داشتند. و ما چند روز در هفته را صرف حل تکالیف مربوط به این درس می‌کردیم.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
541,حجم تکالیف بسیار زیاد بود. برای هر هفته تعدادی فایل اکسل وجود داشت که باید آنها را حل میکردیم تا در ادامه بتوانیم فایل های تکالیف را هم حل کنیم. همچنین باید تکالیفمان را هم تصحیح میکردیم. در هفته ‌های حضوری هم پروژه داشتیم و بعد از میانترم هم هر هفته کوئیز داشتیم. . هیچ کدام از این تکالیف نمره‌ای نداشت و عدم ارسال آنها نمره منفی داشت. فایل های حضور در کلاس ۵ نمره کنفی در هر هفته و سایر فایل ها ۱ نمره منفی. فقط پروژه‌ها و کوئیزها نمره داشتند. و ما چند روز در هفته را صرف حل تکالیف مربوط به این درس می‌کردیم.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
542,حجم تکالیف بسیار زیاد بود. برای هر هفته تعدادی فایل اکسل وجود داشت که باید آنها را حل میکردیم تا در ادامه بتوانیم فایل های تکالیف را هم حل کنیم. همچنین باید تکالیفمان را هم تصحیح میکردیم. در هفته ‌های حضوری هم پروژه داشتیم و بعد از میانترم هم هر هفته کوئیز داشتیم. . هیچ کدام از این تکالیف نمره‌ای نداشت و عدم ارسال آنها نمره منفی داشت. فایل های حضور در کلاس ۵ نمره کنفی در هر هفته و سایر فایل ها ۱ نمره منفی. فقط پروژه‌ها و کوئیزها نمره داشتند. و ما چند روز در هفته را صرف حل تکالیف مربوط به این درس می‌کردیم.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
543,حجم تکالیف بسیار زیاد بود. برای هر هفته تعدادی فایل اکسل وجود داشت که باید آنها را حل میکردیم تا در ادامه بتوانیم فایل های تکالیف را هم حل کنیم. همچنین باید تکالیفمان را هم تصحیح میکردیم. در هفته ‌های حضوری هم پروژه داشتیم و بعد از میانترم هم هر هفته کوئیز داشتیم. . هیچ کدام از این تکالیف نمره‌ای نداشت و عدم ارسال آنها نمره منفی داشت. فایل های حضور در کلاس ۵ نمره کنفی در هر هفته و سایر فایل ها ۱ نمره منفی. فقط پروژه‌ها و کوئیزها نمره داشتند. و ما چند روز در هفته را صرف حل تکالیف مربوط به این درس می‌کردیم.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
544,حجم تکالیف بسیار زیاد بود. برای هر هفته تعدادی فایل اکسل وجود داشت که باید آنها را حل میکردیم تا در ادامه بتوانیم فایل های تکالیف را هم حل کنیم. همچنین باید تکالیفمان را هم تصحیح میکردیم. در هفته ‌های حضوری هم پروژه داشتیم و بعد از میانترم هم هر هفته کوئیز داشتیم. . هیچ کدام از این تکالیف نمره‌ای نداشت و عدم ارسال آنها نمره منفی داشت. فایل های حضور در کلاس ۵ نمره کنفی در هر هفته و سایر فایل ها ۱ نمره منفی. فقط پروژه‌ها و کوئیزها نمره داشتند. و ما چند روز در هفته را صرف حل تکالیف مربوط به این درس می‌کردیم.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
545,حجم تکالیف بسیار زیاد بود. برای هر هفته تعدادی فایل اکسل وجود داشت که باید آنها را حل میکردیم تا در ادامه بتوانیم فایل های تکالیف را هم حل کنیم. همچنین باید تکالیفمان را هم تصحیح میکردیم. در هفته ‌های حضوری هم پروژه داشتیم و بعد از میانترم هم هر هفته کوئیز داشتیم. . هیچ کدام از این تکالیف نمره‌ای نداشت و عدم ارسال آنها نمره منفی داشت. فایل های حضور در کلاس ۵ نمره کنفی در هر هفته و سایر فایل ها ۱ نمره منفی. فقط پروژه‌ها و کوئیزها نمره داشتند. و ما چند روز در هفته را صرف حل تکالیف مربوط به این درس می‌کردیم.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
546,حجم تکالیف در کل به اندازه و دقیق بود. در ترم دوم در دورس اخر یک مقدار زیاد شده بود,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
547,حجم تکالیف در کل به اندازه و دقیق بود. در ترم دوم در دورس اخر یک مقدار زیاد شده بود,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
548,حجم تکالیف مناسب بود . فعالیت خاصی در طول ترم نداشتیم,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
549,حجم تکالیف مناسب بود . فعالیت خاصی در طول ترم نداشتیم,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
550,عالی,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
551,عالی ,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
552,تکالیفی که در سایت درسی وجود داشتند استاندارد بودند . سختگیری‌های بی‌مورد استاد انجام همان تکالیف را هم بسیار طاقت فرسا می‌نمود,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
553,تکالیفی که در سایت درسی وجود داشتند استاندارد بودند . سختگیری‌های بی‌مورد استاد انجام همان تکالیف را هم بسیار طاقت فرسا می‌نمود,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
554,حجم تکالیف و فعالیت ها مناسب بود . در آخر هیچ تاثیری در نمره نهایی نداشت,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
555,حجم تکالیف و فعالیت ها مناسب بود . در آخر هیچ تاثیری در نمره نهایی نداشت,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
556,حجم تکالیف با زمانی که برای تحویل آن ها در اختیار داشتیم متناسب بود. در تکالیف علاوه بر تاکید بر مطالب آموخته شده در منابع درس و کلاس ها، قسمت هایی فراتر از منابع درس وجود داشت که با جست و جو میتوانستیم آن ها را یاد بگیریم. به طور کلی تکالیف برای یادگیری عمیق تر مطالب و تکرار و تمرین آن ها به خوبی تنظیم شده بودند.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
557,حجم تکالیف با زمانی که برای تحویل آن ها در اختیار داشتیم متناسب بود. در تکالیف علاوه بر تاکید بر مطالب آموخته شده در منابع درس و کلاس ها، قسمت هایی فراتر از منابع درس وجود داشت که با جست و جو میتوانستیم آن ها را یاد بگیریم. به طور کلی تکالیف برای یادگیری عمیق تر مطالب و تکرار و تمرین آن ها به خوبی تنظیم شده بودند.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
558,حجم تکالیف با زمانی که برای تحویل آن ها در اختیار داشتیم متناسب بود. در تکالیف علاوه بر تاکید بر مطالب آموخته شده در منابع درس و کلاس ها، قسمت هایی فراتر از منابع درس وجود داشت که با جست و جو میتوانستیم آن ها را یاد بگیریم. به طور کلی تکالیف برای یادگیری عمیق تر مطالب و تکرار و تمرین آن ها به خوبی تنظیم شده بودند.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
559,حجم تکالیف با زمانی که برای تحویل آن ها در اختیار داشتیم متناسب بود. در تکالیف علاوه بر تاکید بر مطالب آموخته شده در منابع درس و کلاس ها، قسمت هایی فراتر از منابع درس وجود داشت که با جست و جو میتوانستیم آن ها را یاد بگیریم. به طور کلی تکالیف برای یادگیری عمیق تر مطالب و تکرار و تمرین آن ها به خوبی تنظیم شده بودند.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
560,حجم تکالیف مناسب بود. . سطح بسیاری از سوال ها فراتر از منابع به نظر می رسید.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
561,حجم تکالیف مناسب بود. . سطح بسیاری از سوال ها فراتر از منابع به نظر می رسید.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
562,حجم تکالیف مناسب بود. . سطح بسیاری از سوال ها فراتر از منابع به نظر می رسید.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
563,حجم تکالیف مناسب بود. . سطح بسیاری از سوال ها فراتر از منابع به نظر می رسید.,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
564,تعداد و زمان برگزاری امتحان ها مناسب بود و مرور مطالب به خوبی انجام میشد. تکالیف برای تثبیت آموخته های هر فصل به خوبی تنظیم شده بودند. ,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
565,تعداد و زمان برگزاری امتحان ها مناسب بود و مرور مطالب به خوبی انجام میشد. تکالیف برای تثبیت آموخته های هر فصل به خوبی تنظیم شده بودند. ,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
566,تعداد و زمان برگزاری امتحان ها مناسب بود و مرور مطالب به خوبی انجام میشد. تکالیف برای تثبیت آموخته های هر فصل به خوبی تنظیم شده بودند. ,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
567,حجم فعالیت ها زیاد تر از سه واحد بود . نمره ای نداشتند بیشترشان,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
568,حجم فعالیت ها زیاد تر از سه واحد بود . نمره ای نداشتند بیشترشان,حجم و کیفیت تکالیف و فعالیت های درس را چطور ارزیابی می کنید؟,0
